customer_id,recency_days,purchase_frequency,avg_order_value,email_open_rate,session_frequency,support_tickets,customer_tier,vip_flag,ltv,churn_label
CUST_03023,76,34,327.56,0.79,10,4,Bronze,0,11137.04,0
CUST_03024,286,8,432.9,0.17,87,2,Bronze,0,3463.2,1
CUST_03025,277,10,153.64,0.11,5,8,Bronze,0,1536.4,1
CUST_03026,156,48,230.6,0.15,55,0,Bronze,0,11068.8,0
CUST_03027,248,43,121.87,0.22,26,9,Bronze,0,5240.41,1
CUST_03028,218,14,187.02,0.06,4,0,Bronze,0,2618.28,1
CUST_03029,190,40,20.77,0.93,27,7,Bronze,0,830.8,0
CUST_03030,163,15,477.35,0.32,98,2,Bronze,0,7160.25,0
CUST_03031,180,17,213.79,0.18,58,6,Silver,0,3634.43,1
CUST_03032,34,18,396.55,0.64,3,9,Silver,0,7137.9,0
CUST_03033,41,32,79.9,0.79,50,4,Bronze,0,2556.8,0
CUST_03034,307,38,408.05,0.75,96,1,Silver,0,15505.9,0
CUST_03035,338,23,431.47,0.72,26,6,Silver,1,9923.81,0
CUST_03036,314,46,360.58,0.05,18,6,Bronze,0,16586.68,1
CUST_03037,75,23,452.57,0.78,7,2,Bronze,0,10409.11,0
CUST_03038,279,35,91.93,0.5,45,5,Bronze,0,3217.55,0
CUST_03039,176,39,243.48,0.65,13,4,Bronze,0,9495.72,0
CUST_03040,150,15,313.85,0.96,6,0,Bronze,0,4707.75,0
CUST_03041,273,24,302.13,0.81,35,0,Bronze,0,7251.12,0
CUST_03042,325,28,431.91,0.83,95,1,Bronze,0,12093.48,0
CUST_03043,108,16,115.69,0.18,53,6,Silver,1,1851.04,0
CUST_03044,139,16,96.07,0.48,68,2,Silver,1,1537.12,0
CUST_03045,350,40,134.16,0.95,42,8,Bronze,1,5366.4,0
CUST_03046,271,39,446.86,0.58,4,2,Bronze,0,17427.54,0
CUST_03047,347,6,471.1,0.1,60,9,Gold,0,2826.6,1
CUST_03048,289,2,289.12,0.73,45,3,Bronze,0,578.24,1
CUST_03049,212,13,255.67,0.04,72,7,Bronze,1,3323.71,0
CUST_03050,272,44,306.64,0.74,75,3,Silver,0,13492.16,0
CUST_03051,66,47,311.99,0.88,66,6,Bronze,0,14663.53,0
CUST_03052,248,9,93.45,0.43,82,4,Gold,0,841.05,1
CUST_03053,156,34,346.34,0.41,82,5,Bronze,0,11775.56,0
CUST_03054,47,17,231.65,0.3,22,7,Bronze,0,3938.05,0
CUST_03055,201,27,263.52,0.88,12,3,Bronze,0,7115.04,0
CUST_03056,148,29,24.86,0.55,81,5,Bronze,0,720.94,0
CUST_03057,124,37,384.63,0.58,51,9,Bronze,0,14231.31,0
CUST_03058,1,43,419.36,0.66,17,1,Bronze,0,18032.48,0
CUST_03059,247,22,313.52,0.3,36,8,Bronze,0,6897.44,1
CUST_03060,343,24,376.87,0.43,93,8,Gold,0,9044.88,1
CUST_03061,128,7,266.13,0.74,49,9,Silver,0,1862.91,0
CUST_03062,191,34,312.99,0.99,16,9,Bronze,0,10641.66,0
CUST_03063,67,48,203.34,0.03,75,5,Gold,1,9760.32,0
CUST_03064,4,12,398.02,0.04,44,5,Silver,0,4776.24,0
CUST_03065,303,23,239.45,0.43,22,9,Silver,0,5507.35,1
CUST_03066,294,15,343.3,0.66,94,6,Bronze,1,5149.5,0
CUST_03067,143,33,314.5,0.39,8,3,Bronze,1,10378.5,0
CUST_03068,191,13,354.13,1.0,18,6,Bronze,0,4603.69,0
CUST_03069,21,23,394.76,0.2,80,9,Bronze,1,9079.48,0
CUST_03070,227,38,261.23,0.01,84,0,Silver,0,9926.74,0
CUST_03071,313,32,408.4,0.19,72,6,Bronze,0,13068.8,1
CUST_03072,117,45,253.66,0.89,94,0,Bronze,1,11414.7,0
CUST_03073,302,35,478.75,0.15,38,7,Bronze,1,16756.25,0
CUST_03074,142,1,378.81,0.48,29,9,Bronze,0,378.81,1
CUST_03075,39,47,93.86,0.42,77,5,Bronze,0,4411.42,0
CUST_03076,355,45,416.5,0.67,81,0,Bronze,0,18742.5,0
CUST_03077,252,5,280.28,0.05,81,0,Bronze,1,1401.4,0
CUST_03078,333,13,492.39,0.66,73,3,Bronze,1,6401.07,0
CUST_03079,207,5,362.22,0.35,2,6,Silver,0,1811.1,1
CUST_03080,210,32,51.35,0.93,59,4,Silver,1,1643.2,0
CUST_03081,115,21,203.53,0.85,42,4,Bronze,0,4274.13,0
CUST_03082,225,24,263.46,0.4,88,7,Bronze,0,6323.04,0
CUST_03083,134,18,421.12,0.99,21,1,Bronze,0,7580.16,0
CUST_03084,251,21,367.38,0.05,2,3,Silver,0,7714.98,1
CUST_03085,219,10,190.99,0.79,5,3,Silver,1,1909.9,0
CUST_03086,91,24,330.18,0.43,17,7,Bronze,0,7924.32,0
CUST_03087,354,40,292.69,0.43,24,5,Gold,0,11707.6,1
CUST_03088,46,47,71.77,0.17,8,9,Silver,0,3373.19,0
CUST_03089,38,21,125.08,0.51,30,8,Bronze,0,2626.68,0
CUST_03090,142,25,177.15,0.08,50,9,Bronze,0,4428.75,1
CUST_03091,100,23,105.79,0.62,22,8,Bronze,0,2433.17,0
CUST_03092,328,22,83.57,0.24,59,3,Bronze,0,1838.54,1
CUST_03093,190,4,38.52,0.72,24,9,Bronze,0,154.08,0
CUST_03094,35,34,437.82,0.61,26,6,Bronze,0,14885.88,0
CUST_03095,147,6,151.58,0.75,61,2,Silver,0,909.48,0
CUST_03096,30,28,152.26,0.75,8,5,Gold,0,4263.28,0
CUST_03097,334,31,111.05,0.2,12,0,Bronze,0,3442.55,1
CUST_03098,84,35,242.94,0.0,14,4,Bronze,0,8502.9,0
CUST_03099,281,39,261.98,0.37,30,5,Silver,0,10217.22,0
CUST_03100,344,42,112.06,0.92,55,4,Silver,0,4706.52,0
CUST_03101,270,23,308.2,0.58,99,6,Bronze,0,7088.6,0
CUST_03102,154,6,364.27,0.73,61,3,Bronze,1,2185.62,0
CUST_03103,102,16,193.18,0.88,62,4,Silver,0,3090.88,0
CUST_03104,215,2,296.87,0.91,31,3,Bronze,0,593.74,0
CUST_03105,150,24,256.13,0.53,92,8,Bronze,0,6147.12,0
CUST_03106,83,17,105.82,0.54,27,1,Gold,0,1798.94,0
CUST_03107,110,45,367.71,0.85,1,0,Gold,0,16546.95,0
CUST_03108,275,1,402.71,0.81,41,3,Bronze,0,402.71,0
CUST_03109,201,6,327.91,0.7,14,5,Silver,0,1967.46,0
CUST_03110,284,5,168.71,0.6,74,9,Bronze,0,843.55,1
CUST_03111,173,45,464.13,0.62,50,7,Bronze,0,20885.85,0
CUST_03112,327,29,233.13,0.36,42,3,Bronze,0,6760.77,1
CUST_03113,206,12,140.28,0.84,71,0,Gold,0,1683.36,0
CUST_03114,63,39,210.03,0.62,40,8,Bronze,0,8191.17,0
CUST_03115,73,47,349.12,0.22,14,2,Bronze,1,16408.64,0
CUST_03116,251,3,424.51,0.24,91,5,Bronze,0,1273.53,1
CUST_03117,124,48,184.72,0.86,11,9,Bronze,1,8866.56,0
CUST_03118,121,1,123.99,0.63,63,7,Bronze,0,123.99,0
CUST_03119,275,27,316.98,0.4,49,4,Gold,1,8558.46,0
CUST_03120,120,48,461.4,0.19,37,6,Bronze,0,22147.2,0
CUST_03121,317,24,99.81,0.61,10,9,Bronze,0,2395.44,1
CUST_03122,164,44,403.48,0.18,54,8,Bronze,0,17753.12,0
CUST_03123,286,19,243.54,0.47,7,0,Bronze,0,4627.26,0
CUST_03124,265,8,401.76,0.68,81,7,Silver,0,3214.08,1
CUST_03125,320,44,257.72,0.57,12,1,Gold,0,11339.68,0
CUST_03126,161,47,194.89,0.92,55,0,Bronze,0,9159.83,0
CUST_03127,308,2,351.4,0.04,36,3,Silver,1,702.8,1
CUST_03128,89,30,451.31,0.28,7,5,Bronze,0,13539.3,0
CUST_03129,142,30,166.92,0.06,24,7,Gold,0,5007.6,0
CUST_03130,203,49,235.77,0.19,34,0,Gold,0,11552.73,0
CUST_03131,309,39,122.41,0.12,65,0,Bronze,1,4773.99,0
CUST_03132,227,45,99.87,0.73,29,9,Bronze,0,4494.15,0
CUST_03133,334,32,391.17,0.37,26,1,Silver,0,12517.44,1
CUST_03134,222,1,108.33,0.93,74,8,Bronze,1,108.33,0
CUST_03135,41,38,398.73,0.02,65,3,Bronze,1,15151.74,0
CUST_03136,196,13,220.32,0.65,45,6,Bronze,0,2864.16,0
CUST_03137,68,11,497.57,0.97,17,2,Bronze,0,5473.27,0
CUST_03138,264,10,106.7,0.18,36,0,Silver,1,1067.0,0
CUST_03139,2,48,55.56,0.44,73,0,Bronze,0,2666.88,0
CUST_03140,361,26,46.96,0.7,63,8,Silver,0,1220.96,1
CUST_03141,125,20,419.35,0.63,23,3,Bronze,0,8387.0,0
CUST_03142,110,17,224.51,0.57,93,2,Bronze,0,3816.67,0
CUST_03143,86,17,11.53,0.33,66,4,Silver,1,196.01,0
CUST_03144,120,4,438.64,0.73,82,0,Bronze,0,1754.56,0
CUST_03145,127,5,439.69,0.65,92,2,Bronze,0,2198.45,0
CUST_03146,255,23,405.14,0.16,42,3,Bronze,0,9318.22,1
CUST_03147,183,46,131.68,0.96,71,5,Bronze,0,6057.28,0
CUST_03148,16,10,192.65,0.56,75,8,Bronze,0,1926.5,0
CUST_03149,62,46,375.01,0.53,71,2,Bronze,1,17250.46,0
CUST_03150,158,28,249.78,0.85,43,3,Silver,0,6993.84,0
CUST_03151,268,33,85.38,0.64,88,4,Silver,0,2817.54,0
CUST_03152,35,43,128.97,0.07,55,7,Bronze,0,5545.71,0
CUST_03153,267,26,486.57,0.51,56,8,Bronze,1,12650.82,0
CUST_03154,64,48,84.0,0.78,79,2,Bronze,0,4032.0,0
CUST_03155,50,29,365.78,0.7,31,2,Silver,0,10607.62,0
CUST_03156,255,27,244.23,0.97,83,6,Bronze,0,6594.21,0
CUST_03157,149,18,376.81,0.02,56,8,Bronze,0,6782.58,1
CUST_03158,325,40,333.95,0.26,74,0,Bronze,1,13358.0,0
CUST_03159,304,10,225.19,0.55,48,0,Bronze,1,2251.9,0
CUST_03160,276,42,183.42,0.62,52,1,Bronze,0,7703.64,0
CUST_03161,357,5,379.64,0.27,72,5,Bronze,0,1898.2,1
CUST_03162,172,10,168.34,0.83,1,2,Silver,0,1683.4,0
CUST_03163,201,21,396.01,0.16,2,7,Bronze,0,8316.21,1
CUST_03164,324,24,343.12,0.0,93,4,Bronze,0,8234.88,1
CUST_03165,35,38,293.06,0.95,42,2,Silver,0,11136.28,0
CUST_03166,216,3,190.71,0.39,74,7,Gold,0,572.13,1
CUST_03167,65,40,110.49,0.96,9,7,Bronze,1,4419.6,0
CUST_03168,8,31,358.11,0.28,31,1,Silver,0,11101.41,0
CUST_03169,301,41,54.76,0.06,96,4,Bronze,1,2245.16,0
CUST_03170,343,37,485.57,0.77,2,2,Gold,1,17966.09,0
CUST_03171,332,2,489.59,0.84,24,6,Gold,0,979.18,1
CUST_03172,76,2,73.81,0.49,43,1,Silver,0,147.62,0
CUST_03173,174,39,60.93,0.07,70,8,Bronze,0,2376.27,0
CUST_03174,47,49,212.23,0.65,72,1,Bronze,0,10399.27,0
CUST_03175,15,42,482.2,0.18,89,1,Bronze,0,20252.4,0
CUST_03176,361,44,206.15,0.85,43,5,Bronze,0,9070.6,0
CUST_03177,147,34,188.26,0.27,51,2,Bronze,0,6400.84,0
CUST_03178,26,42,354.76,0.85,89,2,Bronze,0,14899.92,0
CUST_03179,308,20,97.58,0.43,46,9,Bronze,0,1951.6,1
CUST_03180,93,33,188.03,0.6,75,1,Silver,1,6204.99,0
CUST_03181,232,4,152.74,0.79,99,4,Silver,0,610.96,0
CUST_03182,21,45,304.75,0.04,1,4,Bronze,0,13713.75,0
CUST_03183,307,44,89.75,0.82,87,6,Silver,0,3949.0,0
CUST_03184,38,11,278.86,0.14,67,7,Bronze,0,3067.46,0
CUST_03185,276,42,430.2,0.36,1,7,Bronze,0,18068.4,0
CUST_03186,157,47,261.94,0.47,63,2,Bronze,0,12311.18,0
CUST_03187,179,5,344.91,0.9,76,5,Bronze,1,1724.55,0
CUST_03188,132,25,46.87,0.02,62,4,Bronze,0,1171.75,0
CUST_03189,311,49,230.01,0.56,61,3,Bronze,0,11270.49,0
CUST_03190,348,37,56.5,0.64,40,9,Bronze,0,2090.5,1
CUST_03191,28,34,303.74,0.32,95,5,Gold,0,10327.16,0
CUST_03192,260,9,147.72,0.29,29,3,Bronze,0,1329.48,1
CUST_03193,76,6,150.76,0.49,35,7,Bronze,0,904.56,0
CUST_03194,67,18,47.62,0.19,92,8,Bronze,0,857.16,0
CUST_03195,342,14,162.02,0.47,85,0,Silver,0,2268.28,1
CUST_03196,194,19,258.27,0.77,11,0,Bronze,0,4907.13,0
CUST_03197,162,14,296.48,0.85,90,3,Bronze,0,4150.72,0
CUST_03198,347,40,42.67,0.39,11,5,Bronze,0,1706.8,1
CUST_03199,361,17,329.22,0.62,63,7,Bronze,1,5596.74,0
CUST_03200,257,35,249.55,0.0,69,0,Bronze,0,8734.25,1
CUST_03201,72,29,273.08,0.55,56,2,Bronze,0,7919.32,0
CUST_03202,87,42,418.07,0.98,7,3,Bronze,0,17558.94,0
CUST_03203,262,17,177.69,0.31,51,9,Bronze,0,3020.73,1
CUST_03204,214,43,95.29,0.59,95,1,Bronze,0,4097.47,0
CUST_03205,153,8,280.39,0.76,39,8,Silver,0,2243.12,0
CUST_03206,210,1,473.06,0.61,42,2,Bronze,0,473.06,0
CUST_03207,61,45,263.76,0.42,72,3,Bronze,0,11869.2,0
CUST_03208,268,36,417.64,0.15,53,3,Bronze,0,15035.04,1
CUST_03209,262,7,380.95,0.46,91,0,Bronze,0,2666.65,1
CUST_03210,218,46,263.98,0.29,21,4,Bronze,0,12143.08,0
CUST_03211,283,5,327.3,0.7,30,4,Silver,0,1636.5,1
CUST_03212,136,24,209.27,0.44,78,1,Gold,0,5022.48,0
CUST_03213,362,28,270.01,0.85,1,0,Bronze,0,7560.28,0
CUST_03214,93,43,258.57,0.19,24,4,Bronze,0,11118.51,0
CUST_03215,109,17,357.46,0.42,6,4,Bronze,0,6076.82,0
CUST_03216,241,37,210.89,0.56,6,6,Bronze,1,7802.93,0
CUST_03217,355,20,58.89,0.13,69,9,Bronze,0,1177.8,1
CUST_03218,142,3,396.47,0.59,62,9,Silver,1,1189.41,0
CUST_03219,291,37,345.58,0.29,35,1,Silver,0,12786.46,0
CUST_03220,237,26,475.56,0.23,79,7,Silver,0,12364.56,1
CUST_03221,340,15,220.07,0.14,35,4,Silver,0,3301.05,1
CUST_03222,312,48,48.32,0.35,48,4,Bronze,0,2319.36,0
CUST_03223,177,8,69.59,0.93,72,8,Bronze,0,556.72,0
CUST_03224,141,13,388.93,0.03,43,1,Bronze,1,5056.09,0
CUST_03225,189,48,43.2,0.85,35,9,Silver,0,2073.6,0
CUST_03226,49,3,454.83,0.4,5,1,Bronze,0,1364.49,0
CUST_03227,302,1,148.01,0.56,31,4,Bronze,0,148.01,1
CUST_03228,190,9,450.45,0.51,31,0,Bronze,0,4054.05,0
CUST_03229,136,31,389.02,0.93,8,4,Bronze,0,12059.62,0
CUST_03230,43,41,436.89,0.77,6,4,Bronze,0,17912.49,0
CUST_03231,353,26,114.88,0.98,87,7,Silver,0,2986.88,0
CUST_03232,90,17,301.89,0.79,53,5,Bronze,0,5132.13,0
CUST_03233,295,34,55.86,0.3,80,5,Bronze,0,1899.24,1
CUST_03234,341,9,109.12,0.96,44,4,Silver,1,982.08,0
CUST_03235,245,13,161.85,0.98,49,4,Bronze,0,2104.05,0
CUST_03236,192,5,373.0,0.12,8,7,Gold,0,1865.0,1
CUST_03237,318,41,22.11,0.9,64,0,Bronze,0,906.51,0
CUST_03238,106,13,452.53,0.66,4,8,Gold,0,5882.89,0
CUST_03239,363,1,44.69,0.92,32,5,Silver,1,44.69,0
CUST_03240,310,25,194.48,0.92,53,8,Silver,0,4862.0,0
CUST_03241,233,47,49.73,0.89,67,1,Bronze,1,2337.31,0
CUST_03242,265,4,386.79,0.89,63,2,Bronze,0,1547.16,0
CUST_03243,344,36,79.24,0.12,80,0,Bronze,0,2852.64,1
CUST_03244,37,10,443.53,0.14,60,4,Silver,0,4435.3,0
CUST_03245,305,28,269.81,0.12,98,1,Bronze,0,7554.68,1
CUST_03246,41,6,474.75,0.09,77,0,Bronze,0,2848.5,0
CUST_03247,17,27,152.28,0.35,33,8,Silver,0,4111.56,0
CUST_03248,344,12,232.61,0.68,22,8,Bronze,1,2791.32,0
CUST_03249,277,48,350.18,0.35,31,5,Silver,0,16808.64,0
CUST_03250,307,3,417.64,0.72,24,7,Bronze,1,1252.92,0
CUST_03251,59,46,216.46,0.82,3,8,Bronze,0,9957.16,0
CUST_03252,183,33,447.29,0.67,33,4,Bronze,1,14760.57,0
CUST_03253,41,10,67.81,0.47,94,1,Silver,1,678.1,0
CUST_03254,39,31,357.26,0.3,26,3,Bronze,0,11075.06,0
CUST_03255,192,15,180.62,0.12,98,2,Bronze,0,2709.3,1
CUST_03256,267,7,59.65,0.49,51,9,Gold,0,417.55,1
CUST_03257,147,36,199.47,0.72,86,6,Bronze,0,7180.92,0
CUST_03258,333,14,441.31,0.55,30,9,Bronze,1,6178.34,0
CUST_03259,127,48,490.46,0.72,35,9,Bronze,1,23542.08,0
CUST_03260,46,14,202.47,0.34,25,9,Silver,0,2834.58,0
CUST_03261,45,3,444.34,0.07,28,7,Bronze,0,1333.02,0
CUST_03262,1,49,259.73,0.77,97,4,Bronze,0,12726.77,0
CUST_03263,168,46,361.34,0.22,87,1,Bronze,0,16621.64,0
CUST_03264,108,3,32.23,0.62,26,8,Bronze,0,96.69,0
CUST_03265,19,22,283.08,0.8,73,0,Bronze,0,6227.76,0
CUST_03266,332,19,44.38,0.14,8,4,Gold,1,843.22,0
CUST_03267,72,35,141.62,0.6,97,2,Bronze,0,4956.7,0
CUST_03268,109,12,287.74,0.69,15,7,Bronze,0,3452.88,0
CUST_03269,268,5,405.51,0.75,49,7,Bronze,0,2027.55,1
CUST_03270,240,10,284.84,0.15,8,0,Gold,0,2848.4,1
CUST_03271,301,41,468.73,0.83,55,3,Bronze,0,19217.93,0
CUST_03272,90,33,407.06,0.09,85,9,Silver,0,13432.98,0
CUST_03273,103,13,86.56,0.52,58,7,Bronze,1,1125.28,0
CUST_03274,250,35,200.59,0.44,3,8,Bronze,0,7020.65,0
CUST_03275,8,32,337.56,0.22,9,8,Bronze,0,10801.92,0
CUST_03276,153,11,469.82,0.3,14,1,Bronze,0,5168.02,0
CUST_03277,347,48,493.98,0.16,91,8,Bronze,0,23711.04,1
CUST_03278,174,38,383.96,0.43,20,7,Bronze,0,14590.48,0
CUST_03279,343,24,291.15,0.04,4,8,Silver,0,6987.6,1
CUST_03280,158,35,380.74,0.89,24,8,Bronze,0,13325.9,0
CUST_03281,215,19,143.89,0.16,91,2,Bronze,0,2733.91,1
CUST_03282,177,6,148.97,0.89,76,4,Bronze,0,893.82,0
CUST_03283,175,40,330.63,0.86,28,2,Bronze,0,13225.2,0
CUST_03284,340,45,437.2,0.45,99,5,Bronze,1,19674.0,0
CUST_03285,338,44,485.21,0.5,88,9,Bronze,0,21349.24,1
CUST_03286,146,42,177.25,0.3,31,4,Bronze,0,7444.5,0
CUST_03287,324,35,400.31,1.0,67,1,Bronze,0,14010.85,0
CUST_03288,161,4,427.25,0.67,94,2,Gold,0,1709.0,0
CUST_03289,127,33,315.35,0.95,64,6,Bronze,0,10406.55,0
CUST_03290,82,13,180.32,0.41,91,9,Bronze,0,2344.16,0
CUST_03291,147,36,313.35,0.88,17,9,Silver,0,11280.6,0
CUST_03292,239,43,296.38,0.45,6,4,Bronze,0,12744.34,0
CUST_03293,84,19,307.2,0.87,82,2,Bronze,0,5836.8,0
CUST_03294,113,43,313.44,0.13,60,3,Bronze,0,13477.92,0
CUST_03295,225,12,425.06,0.64,99,5,Bronze,0,5100.72,0
CUST_03296,332,11,93.34,0.68,91,7,Bronze,0,1026.74,1
CUST_03297,243,6,189.97,0.66,81,6,Bronze,0,1139.82,1
CUST_03298,143,12,297.14,0.45,11,2,Bronze,1,3565.68,0
CUST_03299,41,27,148.83,0.68,38,1,Bronze,0,4018.41,0
CUST_03300,258,41,489.3,0.24,34,2,Silver,0,20061.3,0
CUST_03301,285,25,138.94,0.6,47,4,Bronze,1,3473.5,0
CUST_03302,105,42,240.12,0.55,32,6,Gold,0,10085.04,0
CUST_03303,202,3,439.91,0.32,57,7,Gold,0,1319.73,1
CUST_03304,307,3,49.23,0.78,46,5,Bronze,0,147.69,1
CUST_03305,331,20,412.14,0.08,35,1,Bronze,0,8242.8,1
CUST_03306,266,28,289.79,0.17,92,1,Bronze,0,8114.12,1
CUST_03307,210,23,25.58,0.47,22,9,Bronze,0,588.34,0
CUST_03308,51,48,452.43,0.89,16,4,Bronze,1,21716.64,0
CUST_03309,118,3,29.21,0.58,76,4,Bronze,0,87.63,0
CUST_03310,201,42,262.46,0.84,5,0,Bronze,0,11023.32,0
CUST_03311,39,24,34.03,0.52,90,0,Bronze,0,816.72,0
CUST_03312,28,43,44.89,0.79,26,8,Silver,1,1930.27,0
CUST_03313,259,40,444.73,0.33,77,6,Bronze,0,17789.2,0
CUST_03314,84,6,385.25,0.82,24,7,Bronze,0,2311.5,0
CUST_03315,155,20,106.5,0.4,67,4,Bronze,0,2130.0,0
CUST_03316,117,11,314.03,0.56,32,2,Bronze,0,3454.33,0
CUST_03317,2,32,399.39,0.18,23,2,Bronze,0,12780.48,0
CUST_03318,93,27,445.9,0.92,49,2,Silver,0,12039.3,0
CUST_03319,166,21,239.47,0.7,62,0,Bronze,0,5028.87,0
CUST_03320,350,44,449.77,0.86,77,2,Bronze,0,19789.88,0
CUST_03321,296,48,258.85,0.21,79,1,Bronze,1,12424.8,0
CUST_03322,258,13,347.23,0.07,66,7,Silver,0,4513.99,1
CUST_03323,81,22,489.72,0.34,11,9,Silver,0,10773.84,0
CUST_03324,268,35,125.62,0.52,80,9,Gold,0,4396.7,0
CUST_03325,235,47,92.58,0.8,18,5,Silver,0,4351.26,0
CUST_03326,321,22,177.59,0.4,98,4,Bronze,0,3906.98,1
CUST_03327,311,28,90.56,0.27,10,0,Gold,0,2535.68,1
CUST_03328,301,21,149.24,0.37,77,1,Bronze,0,3134.04,1
CUST_03329,357,46,374.06,0.7,96,1,Bronze,0,17206.76,0
CUST_03330,213,18,243.99,0.34,60,6,Bronze,0,4391.82,1
CUST_03331,62,31,193.77,0.98,8,6,Bronze,1,6006.87,0
CUST_03332,49,46,190.67,0.17,71,5,Silver,0,8770.82,0
CUST_03333,127,37,105.32,0.75,48,7,Bronze,0,3896.84,0
CUST_03334,223,21,229.23,0.59,81,3,Silver,0,4813.83,0
CUST_03335,279,14,316.07,0.23,41,8,Silver,0,4424.98,1
CUST_03336,294,25,78.19,0.75,91,7,Silver,1,1954.75,0
CUST_03337,284,27,486.68,0.45,8,2,Bronze,1,13140.36,0
CUST_03338,277,40,227.21,0.68,93,2,Bronze,0,9088.4,0
CUST_03339,107,23,474.5,0.66,37,8,Silver,0,10913.5,0
CUST_03340,146,31,75.98,0.11,91,8,Bronze,1,2355.38,0
CUST_03341,99,47,385.94,0.84,37,4,Silver,0,18139.18,0
CUST_03342,73,29,312.64,0.68,64,9,Silver,1,9066.56,0
CUST_03343,122,47,411.83,0.78,59,0,Bronze,0,19356.01,0
CUST_03344,30,30,304.33,0.45,88,2,Bronze,0,9129.9,0
CUST_03345,188,26,481.79,0.2,45,4,Bronze,0,12526.54,0
CUST_03346,364,20,317.2,0.33,16,3,Silver,0,6344.0,1
CUST_03347,354,38,394.46,0.9,26,3,Bronze,0,14989.48,0
CUST_03348,288,19,440.02,0.94,31,0,Bronze,0,8360.38,0
CUST_03349,195,27,360.15,0.48,27,5,Bronze,0,9724.05,0
CUST_03350,156,25,266.88,0.3,90,9,Bronze,0,6672.0,0
CUST_03351,172,40,143.68,0.73,43,3,Bronze,0,5747.2,0
CUST_03352,335,38,428.7,0.77,15,0,Bronze,0,16290.6,0
CUST_03353,41,23,245.48,0.82,58,9,Bronze,0,5646.04,0
CUST_03354,63,29,314.15,0.03,49,5,Bronze,0,9110.35,0
CUST_03355,23,15,48.82,0.01,79,4,Bronze,0,732.3,0
CUST_03356,360,3,253.7,0.36,87,4,Silver,1,761.1,1
CUST_03357,75,10,352.1,0.15,25,1,Silver,0,3521.0,0
CUST_03358,48,15,296.2,0.8,68,0,Silver,0,4443.0,0
CUST_03359,160,16,229.79,0.53,36,6,Bronze,0,3676.64,0
CUST_03360,313,17,119.48,0.83,80,4,Bronze,0,2031.16,0
CUST_03361,118,19,161.74,0.18,47,2,Bronze,0,3073.06,0
CUST_03362,100,11,353.31,0.63,59,5,Silver,0,3886.41,0
CUST_03363,167,48,119.85,0.58,85,2,Bronze,0,5752.8,0
CUST_03364,290,5,314.65,0.34,52,5,Bronze,0,1573.25,1
CUST_03365,156,5,298.97,0.52,40,5,Silver,0,1494.85,0
CUST_03366,7,14,485.5,0.59,43,8,Bronze,0,6797.0,0
CUST_03367,196,26,39.78,0.89,56,7,Bronze,0,1034.28,0
CUST_03368,56,8,62.98,0.06,81,0,Bronze,0,503.84,0
CUST_03369,321,5,257.98,0.82,3,6,Bronze,0,1289.9,1
CUST_03370,193,7,268.28,0.98,71,8,Silver,0,1877.96,0
CUST_03371,47,16,29.56,0.73,12,1,Silver,0,472.96,0
CUST_03372,148,14,414.67,0.74,65,8,Gold,0,5805.38,0
CUST_03373,275,37,252.41,0.22,43,5,Bronze,0,9339.17,1
CUST_03374,157,41,179.86,0.52,70,2,Bronze,0,7374.26,0
CUST_03375,202,4,166.24,0.71,46,7,Bronze,0,664.96,0
CUST_03376,126,36,432.09,0.6,60,6,Gold,0,15555.24,0
CUST_03377,305,48,106.4,0.39,61,7,Bronze,0,5107.2,0
CUST_03378,294,17,88.6,0.94,49,7,Gold,0,1506.2,0
CUST_03379,64,47,114.46,0.51,87,6,Bronze,0,5379.62,0
CUST_03380,325,36,316.26,0.97,25,0,Bronze,0,11385.36,0
CUST_03381,176,6,407.36,0.56,89,9,Gold,0,2444.16,0
CUST_03382,116,16,172.18,0.79,3,9,Gold,0,2754.88,0
CUST_03383,204,29,95.0,0.74,68,9,Silver,0,2755.0,0
CUST_03384,321,36,112.51,0.66,63,7,Bronze,0,4050.36,0
CUST_03385,31,38,313.4,0.01,30,4,Bronze,1,11909.2,0
CUST_03386,113,37,130.56,0.08,97,1,Silver,0,4830.72,0
CUST_03387,325,48,439.87,0.58,93,1,Bronze,0,21113.76,0
CUST_03388,344,48,60.91,0.91,4,1,Silver,0,2923.68,0
CUST_03389,67,10,25.86,0.6,78,8,Bronze,0,258.6,0
CUST_03390,75,41,53.31,0.24,85,4,Bronze,1,2185.71,0
CUST_03391,45,36,424.37,0.32,71,2,Silver,1,15277.32,0
CUST_03392,260,29,329.1,0.62,21,5,Bronze,0,9543.9,0
CUST_03393,154,14,479.29,0.6,71,8,Bronze,0,6710.06,0
CUST_03394,155,4,174.79,0.96,1,8,Bronze,0,699.16,0
CUST_03395,363,44,114.21,0.53,60,8,Bronze,0,5025.24,1
CUST_03396,234,42,285.37,0.36,34,9,Bronze,1,11985.54,0
CUST_03397,51,36,273.54,0.52,87,3,Silver,0,9847.44,0
CUST_03398,306,45,299.6,0.79,3,4,Bronze,0,13482.0,0
CUST_03399,262,13,180.29,0.54,18,0,Bronze,1,2343.77,0
CUST_03400,315,46,12.89,0.33,43,9,Bronze,0,592.94,1
CUST_03401,125,18,27.17,0.34,76,5,Gold,0,489.06,0
CUST_03402,245,33,335.27,0.76,78,1,Bronze,0,11063.91,0
